idx,image_path,gt_answer,pass_count,runs,pass_rate,keep,cod_preview,predictions_preview
3612,./geothought_images/geothought_03612.jpg,40,5,5,1.0,True,"AD \text{ diameter of } \odot O \implies \angle ABD = 90^\circ
\triangle ABD: \angle DAB = 50^\circ, \angle ABD = 90^\circ \implies \angle ADB = 180^\circ - 50^\circ - 90^\circ = 40^\circ
\angle ACB \",40.0 || 40.0 || 40.0
3613,./geothought_images/geothought_03613.jpg,80,5,5,1.0,True,"∠ACB \text{ is an inscribed angle subtended by arc } \overset{\frown}{AB}; ∠AOB \text{ is the central angle subtended by the same arc } \overset{\frown}{AB}.
\angle AOB = 2 \times \angle ACB
\angle AC",80 || 80 || 80
3614,./geothought_images/geothought_03614.jpg,100,5,5,1.0,True,"\angle B = 60^\circ, \angle C = 70^\circ \implies \angle BAC = 180^\circ - \angle B - \angle C = 50^\circ
\angle BOD = 2 \cdot \angle BAC
\angle BOD = 2 \cdot 50^\circ = 100^\circ
\boldsymbol{100}",100 || 100 || 100
3615,./geothought_images/geothought_03615.jpg,27,5,5,1.0,True,"\angle AOC \text{ central} \implies \text{arc } AC = 108^\circ
\angle ABC \text{ inscribed subtends arc } AC \implies \angle ABC = \tfrac{1}{2} \cdot \text{arc } AC = 54^\circ
BD = BC \implies \triang",27 || 27 || 27
3616,./geothought_images/geothought_03616.jpg,88,5,5,1.0,True,"m\angle BAC \text{ is an inscribed angle subtending arc } BC; m\angle BOC \text{ is the central angle subtending the same arc } BC
m\angle BOC = 2 \times m\angle BAC
m\angle BAC = 44.0^\circ \implies ",88.0 || 88.0 || 88.0
3617,./geothought_images/geothought_03617.jpg,55,5,5,1.0,True,"m\angle BOC \text{ is a central angle with vertex } O; \, m\angle BAC \text{ is an inscribed angle with vertex } A \text{ intercepting arc } BC
m\angle BAC = \tfrac{1}{2} \, m\angle BOC
m\angle BOC = ",55.0 || 55.0 || 55.0
3618,./geothought_images/geothought_03618.jpg,60,5,5,1.0,True,"\angle ACB = 30^\circ \implies \angle AOB = 2\,\angle ACB = 60^\circ
AO = BO \implies \angle OAB = \angle ABO = x
\angle OAB + \angle ABO + \angle AOB = 180^\circ
x + x + 60^\circ = 180^\circ
2x + 60^",60 || 60 || 60
3619,./geothought_images/geothought_03619.jpg,20,5,5,1.0,True,"AC = AC' ∧ \triangle ACC' \text{ isosceles} \implies \angle ACC' = \angle AC'C
CC' \parallel AB \implies \angle CAB = \angle ACC'
\angle CAB = 80^\circ \implies \angle ACC' = 80^\circ
\angle ACC' = \a",20.0 || 20.0 || 20
3620,./geothought_images/geothought_03620.jpg,38,5,5,1.0,True,"AB \text{ is a diameter of circle } O
\angle ACB = 90^\circ
In \triangle ABC, \angle BAC + \angle ACB + \angle ABC = 180^\circ
52^\circ + 90^\circ + \angle ABC = 180^\circ
\angle ABC = 180^\circ - (52",38 || 38 || 38
3621,./geothought_images/geothought_03621.jpg,40,5,5,1.0,True,"AB = AC = AD \implies B, C, D \text{ lie on a circle with center } A
\angle BDC \text{ is an inscribed angle subtending arc } BC
\angle BAC = 2 \angle BDC
\angle BDC = 20^\circ \implies \angle BAC = 2",40.0 || 40.0 || 40.0
3622,./geothought_images/geothought_03622.jpg,68,5,5,1.0,True,"\angle OAB = 34^\circ \land AB \parallel CD \land AF \text{ transversal} \implies \angle DOF = \angle OAB = 34^\circ
OF \text{ bisects } \angle EOD \implies \angle EOF = \angle DOF
\angle EOF = \angle",68 || 68 || 68.0
3623,./geothought_images/geothought_03623.jpg,56,5,5,1.0,True,"\angle ADB = \tfrac{1}{2} \, m(\text{arc } AB) \implies m(\text{arc } AB) = 2 \cdot \angle ADB = 56^\circ
OA \perp BC \implies OA \text{ bisects arc } BC \Rightarrow m(\text{arc } AB) \cong m(\text{ar",56 || 56 || 56
3624,./geothought_images/geothought_03624.jpg,65,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ACB = 90^\circ
\angle CAB + \angle ACB + \angle CBA = 180^\circ \implies \angle CAB = 180^\circ - 90^\circ - 25^\circ = 65^\circ
\angle D \text{",65 || 65° || 65°
3625,./geothought_images/geothought_03625.jpg,40,5,5,1.0,True,"\angle ADC \text{ and } \angle ABC \text{ subtend arc } AC \implies \angle ABC = \angle ADC
\angle ADC = 50^\circ \implies \angle ABC = 50^\circ
CD \perp AB \implies \angle BEC = 90^\circ
\angle EBC +",40.0 || 40.0 || 40.0
3626,./geothought_images/geothought_03626.jpg,40,5,5,1.0,True,"\angle ACD = 20^\circ \text{ is an inscribed angle subtending arc } AD \implies \angle ACD = \frac{1}{2} \cdot \text{arc } AD
\text{arc } AD = 2 \times \angle ACD = 40^\circ
\angle ABD \text{ subtends",40° || 40 || 40
3627,./geothought_images/geothought_03627.jpg,54,5,5,1.0,True,"\widehat{AB} = 180^\circ
\angle COB \text{ intercepts } \widehat{CB} \Rightarrow \angle COB = \widehat{CB}
\angle DAB \text{ intercepts } \widehat{DB} \Rightarrow \angle DAB = \tfrac{1}{2}\widehat{DB}",54° || 54° || 54°
3628,./geothought_images/geothought_03628.jpg,65,5,5,1.0,True,"BC \text{ is the diameter of circle } O \implies \angle BAC = 90^\circ
\angle ABC = 25^\circ \land \angle BAC = 90^\circ \implies \angle ACB = 180^\circ - 90^\circ - 25^\circ = 65^\circ
\angle ADB = \",65 || 65 || 65
3629,./geothought_images/geothought_03629.jpg,30,5,5,1.0,True,"\angle AOB = 60.0^\circ \implies m\left(\overset{\frown}{AB}\right) = 60.0^\circ
\angle ACB \text{ inscribed and intercepts } \overset{\frown}{AB} \implies \angle ACB = \tfrac{1}{2} \, m\left(\overset",30.0° || 30.0° || 30.0°
3630,./geothought_images/geothought_03630.jpg,35,5,5,1.0,True,"BC \text{ is the diameter of circle } O \implies \angle BDC = 90^\circ
AD = DC \implies \overset{\frown}{AD} = \overset{\frown}{DC}
\overset{\frown}{AD} = \overset{\frown}{DC} \implies \angle ABD = \a",35.0 || 35 || 35
3631,./geothought_images/geothought_03631.jpg,55,5,5,1.0,True,"AB \text{ diameter} \implies O \text{ center}
\angle BOC = 70^\circ \implies m\overset{\frown}{BC} = 70^\circ
m\overset{\frown}{ACB} = 180^\circ
m\overset{\frown}{AC} = 180^\circ - m\overset{\frown}{B",55° || 55.0 || 55.0
3632,./geothought_images/geothought_03632.jpg,56,5,5,1.0,True,"\triangle ABC: \angle ABC = 71.0^\circ, \angle CAB = 53.0^\circ \implies \angle ACB = 180^\circ - \angle ABC - \angle CAB = 56.0^\circ
\angle ADB = \angle ACB = 56.0^\circ",56.0 || 56.0 || 56.0
3633,./geothought_images/geothought_03633.jpg,35,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle AOB = 180^\circ
\angle AOC = 110^\circ
\angle BOC = 180^\circ - \angle AOC = 180^\circ - 110^\circ = 70^\circ
\text{Arc } BC = \angle BOC = 70^\",35° || 35 || 35
3634,./geothought_images/geothought_03634.jpg,50,5,5,1.0,True,"OB = OC \land OD \perp BC \implies \angle BOD = \angle DOC
\angle DOC = 50^\circ \Rightarrow \angle BOC = \angle BOD + \angle DOC = \angle DOC + \angle DOC = 2\,\angle DOC = 100^\circ
\angle A = \tfra",50.0 || 50.0 || 50.0
3635,./geothought_images/geothought_03635.jpg,60,5,5,1.0,True,"AB \text{ is the diameter of the circle} \implies \angle ADB = 90^\circ
\angle ADF = 180^\circ - \angle BAD - \angle AFD = 180^\circ - 30^\circ - 90^\circ = 60^\circ
\angle AEC = \angle ADC \;(\text{I",60 || 60 || 60
3636,./geothought_images/geothought_03636.jpg,40,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ACB = 90^\circ
\angle A + \angle B + \angle ACB = 180^\circ
\angle B = 50^\circ, \ \angle ACB = 90^\circ \implies \angle A + 50^\circ + 90^\circ",40.0 || 40.0 || 40.0
3637,./geothought_images/geothought_03637.jpg,32,5,5,1.0,True,"AB \text{ is a diameter of circle } O \implies \angle ADB = 90^\circ
\Delta ADB \implies \angle BAD = 180^\circ - \angle ADB - \angle ABD = 180^\circ - 90^\circ - 58^\circ = 32^\circ
Angles inscribed ",32.0 || 32.0 || 32.0
3638,./geothought_images/geothought_03638.jpg,140,5,5,1.0,True,"\angle ABC \text{ inscribed}, \angle AOC \text{ central}, \text{ both intercept arc } AC
m\angle ABC = \tfrac{1}{2} m\angle AOC
m\angle ABC = 70^\circ
70^\circ = \tfrac{1}{2} m\angle AOC
m\angle AOC =",140° || 140° || 140°
3639,./geothought_images/geothought_03639.jpg,50,5,5,1.0,True,"\angle CDA \text{ intercepts } \overset{\frown}{CA} \implies \overset{\frown}{CA} = 2 \angle CDA = 50^\circ
OA \perp BC \implies \overset{\frown}{BA} = \overset{\frown}{AC}
\overset{\frown}{AC} = 50^\",50 || 50 || 50
3640,./geothought_images/geothought_03640.jpg,40,5,5,1.0,True,"AB \text{ is diameter of circle } O \implies \angle ACB = 90^\circ
\angle ABC = 50^\circ, \angle ACB = 90^\circ \implies \angle BAC = 180^\circ - 50^\circ - 90^\circ = 40^\circ
Arc BC \text{ subtends ",40.0 || 40.0 || 40.0
3641,./geothought_images/geothought_03641.jpg,7.2,5,5,1.0,True,"AC \text{ is the diameter of circle } O \implies \angle ABC = 90^\circ
\angle ACB = 30^\circ \land AB \text{ opposite } \angle ACB \Rightarrow AB = \tfrac{1}{2} AC
AB = 3.6 \implies AC = 2 \times AB =",7.2 || 7.2 || 7.2
3642,./geothought_images/geothought_03642.jpg,35,5,5,1.0,True,"\angle DAB = \angle AOC \quad (\text{by } AD \parallel OC,\ OA \text{ transversal, alternate interior angles})
\angle DAB = 70^\circ \implies \angle AOC = 70^\circ
AB \text{ diameter of } O \implies \",35 || 35 || 35
3643,./geothought_images/geothought_03643.jpg,64,5,5,1.0,True,"AB \parallel CD \land AC \text{ is a transversal} \implies \angle BAC = \angle ACD
\angle BAC = 32.0^\circ \implies \angle ACD = 32.0^\circ
\angle ACD \text{ intercepts arc } AD \implies \text{arc}(AD",64.0 || 64.0 || 64.0
3644,./geothought_images/geothought_03644.jpg,65,5,5,1.0,True,"AB \text{ is the diameter of } O \implies \angle ACB = 90^\circ
\angle BAC = 180^\circ - \angle ABC - \angle ACB = 180^\circ - 40^\circ - 90^\circ = 50^\circ
\angle BAD = \tfrac{1}{2} \angle BAC = \tf",65 || 65 || 65
3645,./geothought_images/geothought_03645.jpg,3,5,5,1.0,True,"AB = BC \implies \triangle ABC \text{ isosceles with } \angle ABC = 120^\circ \Rightarrow \angle BAC = \angle BCA = \frac{180^\circ - 120^\circ}{2} = 30^\circ
AD \text{ diameter} \implies \angle ABD =",3 || 3 || 3
3646,./geothought_images/geothought_03646.jpg,2.4,5,5,1.0,True,"3^2 + 4^2 = 5^2 \implies \angle ACB = 90^\circ \quad (CA \perp CB).
EF \text{ passes through } C,E,F; \angle ECF = 90^\circ \implies EF \text{ is the diameter of the circle}.
Let d = EF, M = \text{mid",2.4 || 2.4 || 2.4
3647,./geothought_images/geothought_03647.jpg,40,5,5,1.0,True,"\operatorname{arc}(BC) = 2 \angle A = 2 \cdot 50^\circ = 100^\circ
\angle BOC = \operatorname{arc}(BC) = 100^\circ
OB = OC \implies \angle OBC = \angle OCB
\angle OBC + \angle OCB + \angle BOC = 180^\",40° || 40° || 40°
3648,./geothought_images/geothought_03648.jpg,25,5,5,1.0,True,"AB \text{ diameter of semicircle} \implies \angle ACB = 90^\circ
\angle CAB = 65^\circ , \; \angle ACB = 90^\circ
\angle CAB + \angle ACB + \angle ABC = 180^\circ
65^\circ + 90^\circ + x = 180^\circ \",25 || 25 || 25
3649,./geothought_images/geothought_03649.jpg,35,5,5,1.0,True,"BE = CE \implies \angle EBC = \angle ECB
\angle EBC + \angle ECB + \angle BEC = 180^\circ
\angle BEC = 70^\circ
\angle EBC + \angle ECB = 180^\circ - 70^\circ = 110^\circ
\angle EBC = \angle ECB \impl",35.0 || 35.0 || 35.0
3650,./geothought_images/geothought_03650.jpg,10.0,5,5,1.0,True,"1:2 \implies k = 2.0
5.0 \times k = 5.0 \times 2.0 = 10.0
\text{Projection side} = 10.0",10.0 || 10.0 || 10.0
3651,./geothought_images/geothought_03651.jpg,60,5,5,1.0,True,"m(\angle BAC) = \frac{1}{2} \, m(\text{arc } BC)
m(\angle BAC) = 30^\circ
30^\circ = \frac{1}{2} \, m(\text{arc } BC)
m(\text{arc } BC) = 60^\circ",60.0 || 60° || 60°
3652,./geothought_images/geothought_03652.jpg,70,5,5,1.0,True,"\angle BAC = 35^\circ \land \angle ABC = 110^\circ \implies \angle ACB = 180^\circ - \angle BAC - \angle ABC = 180^\circ - 35^\circ - 110^\circ = 35^\circ
\angle AOB = 2 \times \angle ACB
\angle ACB =",70.0 || 70.0 || 70.0
3653,./geothought_images/geothought_03653.jpg,125,5,5,1.0,True,"\angle AOC = 110^\circ \implies \overset{\frown}{AC}_{minor} = 110^\circ
\overset{\frown}{AC}_{major} = 360^\circ - \overset{\frown}{AC}_{minor} = 360^\circ - 110^\circ = 250^\circ
\angle ABC \text{ i",125° || 125° || 125°
3654,./geothought_images/geothought_03654.jpg,60,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ACB = 90^\circ
\angle CAB = 30^\circ, \angle ACB = 90^\circ \implies \angle ABC = 180^\circ - 30^\circ - 90^\circ = 60^\circ
\angle ADC = \angle",60 || 60 || 60
3655,./geothought_images/geothought_03655.jpg,57,5,5,1.0,True,"OA \perp PA \implies \angle OAP = 90^\circ
OB \perp PB \implies \angle OBP = 90^\circ
\angle OAP + \angle OBP + \angle APB + \angle AOB = 360^\circ
90^\circ + 90^\circ + 66^\circ + \angle AOB = 360^\c",57 || 57 || 57
3656,./geothought_images/geothought_03656.jpg,4,5,5,1.0,True,"AB \text{ is the diameter of the semicircle} \implies \angle ACB = 90^\circ
AC:BC = 4:3 \implies AC = 4k, \, BC = 3k \text{ for some } k > 0, \, AB = 10
(4k)^2 + (3k)^2 = 10^2
25k^2 = 100 \implies k^2",4 || 4 || 4
3657,./geothought_images/geothought_03657.jpg,60,5,5,1.0,True,"OA = OB = OC \implies O \text{ is the center of the circle through } A,B,C
\angle ACB \text{ inscribed subtending arc } AB, \angle AOB \text{ subtends arc } AB \implies \angle AOB = 2\, \angle ACB
\an",60.0 || 60.0 || 60.0
3658,./geothought_images/geothought_03658.jpg,40,5,5,1.0,True,"\angle CAD = 90^\circ
\angle ADC = \angle ABC = \angle B = 50^\circ
\angle ACD = 180^\circ - \angle CAD - \angle ADC
\angle ACD = 180^\circ - 90^\circ - 50^\circ = 40^\circ
\angle ACD = 40^\circ",40 || 40° || 40°
3659,./geothought_images/geothought_03659.jpg,32.5,5,5,1.0,True,"∠O2O1P = ∠AO1P = 50^\circ
O1O2 = O1P \implies \angle O1O2P = \angle O1PO2
\angle O1O2P = \angle O1PO2 = \frac{180^\circ - \angle O2O1P}{2} = \frac{180^\circ - 50^\circ}{2} = 65^\circ
O2P = r \land O2B",32.5 || 32.5 || 32.5
3660,./geothought_images/geothought_03660.jpg,75,5,5,1.0,True,"\angle AOC = 30^\circ \implies \overset{\frown}{AC} = 30^\circ
CD \text{ is a diameter} \implies \overset{\frown}{CD} = 180^\circ
\overset{\frown}{AD} = \overset{\frown}{CD} - \overset{\frown}{AC} = 1",75 || 75 || 75
3661,./geothought_images/geothought_03661.jpg,32,5,5,1.0,True,"AB \text{ diameter} \implies OA \text{ and } OB \text{ are opposite rays} \implies \angle AOC + \angle BOC = 180^\circ
\angle AOC = 116^\circ \implies \angle BOC = 180^\circ - \angle AOC = 64^\circ
m(",32.0 || 32.0 || 32.0
3662,./geothought_images/geothought_03662.jpg,30,5,5,1.0,True,"OB = OC \implies \triangle OBC \text{ isosceles with } \angle OBC = \angle OCB
\angle ABC = 30^\circ \land O \in AB \implies \angle OBC = 30^\circ
\angle OBC = \angle OCB \implies \angle OCB = 30^\cir",30 || 30 || 30
3663,./geothought_images/geothought_03663.jpg,25,5,5,1.0,True,"AB \text{ diameter of circle } O \implies \angle ACB = 90^\circ
\angle BAC = 180^\circ - \angle ACB - \angle ABC = 180^\circ - 90^\circ - 40^\circ = 50^\circ
\angle BAD = \angle DAC = \tfrac{1}{2} \an",25 || 25 || 25
3664,./geothought_images/geothought_03664.jpg,16,5,5,1.0,True,"OC \perp AB \implies \angle OCA = 90^\circ
AC = CB
\triangle OAC \text{ right-angled at } C \Rightarrow OA^2 = OC^2 + AC^2
OA = 10.0
OC = 6.0
OA^2 = OC^2 + AC^2
10.0^2 = 6.0^2 + AC^2
100 = 36 + AC^2
A",16.0 || 16.0 || 16.0
3665,./geothought_images/geothought_03665.jpg,6,5,5,1.0,True,"OC \perp AB \implies AC = \frac{AB}{2}
AB = 16.0 \implies AC = \frac{AB}{2} = 8.0
In \triangle OAC, OA \text{ is the hypotenuse; } OA^2 = OC^2 + AC^2
OC^2 = OA^2 - AC^2
OC^2 = 10.0^2 - 8.0^2 = 100 - 6",6.0 || 6.0 || 6.0
3666,./geothought_images/geothought_03666.jpg,5.0,5,5,1.0,True,"OD \perp AB \land AB = 8.0 \implies D \text{ is midpoint of } AB \implies AD = \frac{AB}{2} = 4.0
OE \perp AC \land AC = 6.0 \implies E \text{ is midpoint of } AC \implies AE = \frac{AC}{2} = 3.0
AB \",5.0 || 5.0 || 5.0
3667,./geothought_images/geothought_03667.jpg,8,5,5,1.0,True,"OA \perp BC
A \in BC
\angle OAB = 90^\circ
OB = 5
OA = 3
OB^2 = OA^2 + AB^2
AB = \sqrt{OB^2 - OA^2} = \sqrt{5^2 - 3^2} = \sqrt{16} = 4
BC = 2 \cdot AB
BC = 8",8 || 8 || 8
3668,./geothought_images/geothought_03668.jpg,1.0,5,5,1.0,True,"arc_{AB}^{minor} = 120^\circ \implies \angle AOB = 120^\circ
OC \perp AB \implies \angle AOC = \tfrac{1}{2} \angle AOB = 60^\circ
OA = 2.0,\ \angle AOC = 60^\circ,\ \triangle OAC \text{ is right at } ",1.0 || 1.0 || 1.0
3669,./geothought_images/geothought_03669.jpg,2,5,5,1.0,True,"OM \perp AB \land M \in AB \implies AM = \dfrac{AB}{2}
AB = 10.0 \implies AM = \dfrac{10.0}{2} = 5.0
AB, CD \text{ on same line} \implies OM \perp CD
OM \perp CD \implies CM = \dfrac{CD}{2}
CD = 6.0 \",2.0 || 2.0 || 2.0
3670,./geothought_images/geothought_03670.jpg,3.0,5,5,1.0,True,"OC \perp AB \implies \angle ODA = 90^\circ
AD = \frac{AB}{2}
AB = 8.0
AD = \frac{8.0}{2} = 4.0
OA = OC = 5.0
\triangle OAD \text{ right} \implies OA^2 = AD^2 + OD^2
OD^2 = OA^2 - AD^2
OD^2 = 5.0^2 - 4",3.0 || 3.0 || 3.0
3671,./geothought_images/geothought_03671.jpg,50,5,5,1.0,True,"\angle AOB \text{ central angle subtends arc } AB \land \angle ACB \text{ inscribed angle subtends arc } AB
\text{Central angle theorem} \implies \angle ACB = \frac{1}{2} \angle AOB
\angle AOB = 100^\",50° || 50° || 50°
3672,./geothought_images/geothought_03672.jpg,32,5,5,1.0,True,"AB \text{ is the diameter of circle } O \implies \angle ADB = 90^\circ
\angle ABD = 58^\circ, \angle ADB = 90^\circ \implies \angle BAD = 180^\circ - \angle ADB - \angle ABD = 32^\circ
\angle BAD \tex",32.0 || 32.0 || 32.0
3673,./geothought_images/geothought_03673.jpg,12,5,5,1.0,True,"AD \perp BC \implies \angle ADB = 90^\circ
AD = 4.0, AB = 8.0
\sin(\angle ABD) = \frac{AD}{AB} = \frac{4}{8} = \frac{1}{2}
\angle ABD = 30^\circ
AC = 6.0, \angle ABC = 30^\circ
\frac{AC}{\sin(\angle A",12 || 12 || 12
3674,./geothought_images/geothought_03674.jpg,70,5,5,1.0,True,"ABCD \text{ cyclic} \implies \angle BAD + \angle BCD = 180^\circ
\angle BCD = 110^\circ
\angle BAD + 110^\circ = 180^\circ
\angle BAD = 70^\circ",70 || 70 || 70
3675,./geothought_images/geothought_03675.jpg,10,0,5,0.0,False,"AB = BC ∧ \angle ABC = 90^\circ
AE \perp l ∧ CF \perp l ⇒ \angle AEB = \angle BFC = 90^\circ
In \triangle ABE: \angle ABE + \angle BAE = 90^\circ
In the configuration with \angle ABC = 90^\circ: \angl",$\sqrt{10}$ || √10 || $\sqrt{10}$
3676,./geothought_images/geothought_03676.jpg,3,5,5,1.0,True,"ABCD \text{ square} \implies BC = s, \text{ area}(ABCD) = s^2
\triangle EBC \text{ right-angled at } B \implies EB^2 + BC^2 = EC^2
EB = 1,\ EC = 2,\ BC = s \implies 1^2 + s^2 = 2^2
1 + s^2 = 4
s^2 = 3",3 || 3 || 3
3677,./geothought_images/geothought_03677.jpg,13,5,5,1.0,True,"CD \perp AB \implies \angle CDB = 90^\circ
BE \perp AC \implies \angle BEC = 90^\circ
ΔCDB \text{ with hypotenuse } BC \text{ and } F \text{ midpoint of } BC \implies DF = \tfrac{1}{2}BC
ΔBEC \text{ w",13.0 || 13.0 || 13.0
3678,./geothought_images/geothought_03678.jpg,25,5,5,1.0,True,"Let s = 10; \text{Area}(ABCD) = s^2 = 100.
In square ABCD, diagonals are equal, bisect each other at 90^\circ, and divide the square into 4 congruent right triangles; hence \text{Area}(\triangle AOB) ",25 || 25 || 25
3679,./geothought_images/geothought_03679.jpg,5.0,5,5,1.0,True,"OM \perp AB, M \text{ is midpoint of } AB \implies \angle OMA = 90^\circ
AB = 8.0 \implies AM = AB/2 = 4.0
OA^2 = OM^2 + AM^2
r^2 = 3.0^2 + 4.0^2
r^2 = 9 + 16
r^2 = 25
r = \sqrt{25} = 5.0",5.0 || 5.0 || 5.0
3680,./geothought_images/geothought_03680.jpg,2,5,5,1.0,True,"AB \text{ diameter of circle } O \implies AO = OB
AB \text{ diameter of circle } O \implies \angle ACB = 90^\circ
OD \perp AC \land O \text{ center} \implies AD = DC
AO = OB \land AD = DC \implies O \",2 || 2 || 2
3681,./geothought_images/geothought_03681.jpg,\frac{1,0,5,0.0,False,"AB^2 = AC^2 + BC^2 \quad (\angle C = 90^\circ) \implies AB^2 = 4^2 + 3^2 = 25 \implies AB = 5
AE = AC = 4
BE = AB - AE = 5 - 4 = 1
BE^2 = BD \cdot BC
1^2 = BD \cdot 3
BD = \frac{1}{3}",1/3 || 1/3 || 1/3
3682,./geothought_images/geothought_03682.jpg,60,5,5,1.0,True,"PA \text{ tangent to circle } O \text{ at } A \Rightarrow OA \perp PA \Rightarrow \angle OAP = 90^\circ
\angle OAP = 90^\circ, \angle P = 30^\circ \Rightarrow \angle AOP = 180^\circ - \angle OAP - \an",60.0 || 60.0 || 60.0
3683,./geothought_images/geothought_03683.jpg,25,5,5,1.0,True,"OB \perp AB \implies \angle OBA = 90^\circ
\angle OAB = 40^\circ, \angle OBA = 90^\circ \implies \angle AOB = 180^\circ - \angle OAB - \angle OBA = 50^\circ
\angle AOB \text{ subtends arc } CB \text{;",25 || 25 || 25
3684,./geothought_images/geothought_03684.jpg,102,5,5,1.0,True,"\angle ABC \text{ inscribed angle; subtends } \overset{\frown}{AC}
\angle AOC \text{ central angle; subtends } \overset{\frown}{AC}
m\angle AOC = 2\, m\angle ABC
m\angle ABC = 51.0^\circ \Rightarrow m",102.0 || 102.0 || 102.0
3685,./geothought_images/geothought_03685.jpg,3,5,5,1.0,True,"Let \(r\) be the radius of circle \(O\). \(OA = OB = r\); \(PB = 2\); \(OP = OB + BP = r + 2\); \(OC \perp PC\); \(\angle OCP = 90^\circ\).
In right triangle \(\triangle OCP\): \(OC^2 + PC^2 = OP^2\).",3 || 3 || 3
3686,./geothought_images/geothought_03686.jpg,16,5,5,1.0,True,"PA = PB
PA = 8.0 \implies PB = 8.0
DB = DC
EA = EC
\operatorname{Perimeter}(\triangle PDE) = PD + DE + PE
DE = DC + EC
\operatorname{Perimeter}(\triangle PDE) = PD + (DC + EC) + PE
\operatorname{Perim",16.0 || 16.0 || 16.0
3687,./geothought_images/geothought_03687.jpg,5.0,5,5,1.0,True,"DA = DE
DA = 4.0 \implies DE = 4.0
CB = CE
DC = DE + CE
DC = 9.0
9.0 = 4.0 + CB
CB = 9.0 - 4.0
CB = 5.0",5.0 || 5.0 || 5.0
3688,./geothought_images/geothought_03688.jpg,63,5,5,1.0,True,"OB \perp BD \implies \angle OBD = 90^\circ
\angle OBC = 90^\circ
\angle BOC = 180^\circ - \angle OBC - \angle C = 180^\circ - 90^\circ - 36^\circ = 54^\circ
\angle BAC = \tfrac{1}{2} \angle BOC = \tfr",63.0 || 63.0 || 63.0
3689,./geothought_images/geothought_03689.jpg,55,5,5,1.0,True,"AD \text{ is the diameter} \implies \angle ABD = 90^\circ
In \triangle ABD, \angle BAD = 70^\circ, \angle ABD = 90^\circ \implies \angle ADB = 180^\circ - \angle BAD - \angle ABD = 20^\circ
\angle BAD",55.0 || 55.0 || 55.0
3690,./geothought_images/geothought_03690.jpg,85,5,5,1.0,True,"\angle BAE = 120^\circ
\angle BAC = 35^\circ
\angle CAE = \angle BAE - \angle BAC
\angle CAE = 120^\circ - 35^\circ
\angle CAE = 85^\circ",85.0 || 85.0 || 85.0
3691,./geothought_images/geothought_03691.jpg,20,5,5,1.0,True,"OA = OB
∠OAB = ∠OBA
∠OBA = 70^\circ
∠OAB = 70^\circ
\angle AOB = 180^\circ - \angle OAB - \angle OBA = 180^\circ - 70^\circ - 70^\circ = 40^\circ
OA \perp AC \implies \angle OAC = 90^\circ
\angle OAC ",20° || 20° || 20°
3692,./geothought_images/geothought_03692.jpg,1,5,5,1.0,True,"A=(0,0), B=(1,0), C=(1,1), D=(0,1).
m_{AE} = \tan(22.5^\circ) = \sqrt{2}-1.
AE: y = (\sqrt{2}-1)x, \text{ through } A.
BD: y = -x + 1.
AE \cap BD: (\sqrt{2}-1)x = -x + 1 \implies x = \frac{1}{\sqrt{2}",1 || 1 || 1
3693,./geothought_images/geothought_03693.jpg,40,5,5,1.0,True,"AB \text{ is diameter of circle } O \implies ABCD \text{ cyclic and } \angle BAD + \angle BCD = 180^\circ
\angle BAD = 180^\circ - \angle BCD = 50^\circ
PD \perp OD \implies \angle ODP = 90^\circ
OA =",40 || 40 || 40
3694,./geothought_images/geothought_03694.jpg,70,5,5,1.0,True,"C,E,D \text{ are collinear} \implies \angle CEB + \angle BED = 180^\circ
\angle BED = 40^\circ \implies \angle CEB = 180^\circ - 40^\circ = 140^\circ
EA \text{ bisects } \angle CEB \implies \angle CEA",70.0 || 70.0 || 70.0
3695,./geothought_images/geothought_03695.jpg,100,5,5,1.0,True,"\angle CDB = 180^\circ - \angle CDE = 180^\circ - 140^\circ = 40^\circ
\angle ABD = \angle CDB = 40^\circ
\angle ABC = 2 \times \angle ABD = 80^\circ
\angle C + \angle ABC = 180^\circ
\angle C = 180^\",100° || 100° || 100°
3696,./geothought_images/geothought_03696.jpg,10,5,5,1.0,True,"A=(0,8), B=(0,0), C=(8,0), D=(8,8)
E=(0,8-1)=(0,7)
F=(8,0+1)=(8,1)
EF^2 = (8-0)^2 + (1-7)^2 = 64 + 36 = 100
EF = \sqrt{EF^2} = \sqrt{100} = 10
EF = 10",10 || 10 || 10
3697,./geothought_images/geothought_03697.jpg,5,5,5,1.0,True,"ABCD \text{ square} \implies AD = DC \land \angle ADC = 90^\circ
l \text{ intersects } D; AE \perp l; AE = 1; CF \perp l; CF = 2; \angle ADE = \theta
\angle CDF = 90^\circ - \theta
In \triangle ADE \t",5 || 5 || 5
